"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-446728","Cell junction organization","14/732","91/10616",0.00361946235911512,0.0321845717688222,0.0265326737116504,"CLDN4/LAMC2/CDH13/CDH8/VASP/KRT5/CLDN9/JUP/DST/CLDN5/AFDN/CDH18/ITGA6/KRT14",14
"R-HSA-5654699","SHC-mediated cascade:FGFR2","6/732","23/10616",0.00385137915593132,0.0340021759766508,0.0280310903980565,"FGF18/FGF2/SOS1/HRAS/FGF7/FGFR2",6
"R-HSA-168164","Toll Like Receptor 3 (TLR3) Cascade","14/732","93/10616",0.00442565608803196,0.0387951129418972,0.0319823448541615,"TRAF3/MAP3K8/RPS6KA1/MAPK10/TAB1/DUSP3/S100A12/CASP8/NFKB2/NFKBIB/MAP2K6/TICAM1/DUSP4/MAP2K3",14
"R-HSA-9034015","Signaling by NTRK3 (TRKC)","5/732","17/10616",0.00473555039471667,0.0412192978019,0.0339808212163509,"PTPRO/BAX/SOS1/HRAS/PLCG1",5
"R-HSA-933542","TRAF6 mediated NF-kB activation","6/732","24/10616",0.00484088167940395,0.0418414668233796,0.0344937318046597,"MAP3K1/S100A12/TRAF2/NFKB2/NFKBIB/IFIH1",6
"R-HSA-196791","Vitamin D (calciferol) metabolism","4/732","11/10616",0.00500110815322866,0.0426301357061422,0.0351439033925614,"CUBN/VDR/CYP24A1/CYP27B1",4
"R-HSA-2514853","Condensation of Prometaphase Chromosomes","4/732","11/10616",0.00500110815322866,0.0426301357061422,0.0351439033925614,"CCNB2/CDK1/SMC2/NCAPH",4
"R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","7/732","32/10616",0.0053003226308669,0.0448712244640513,0.0369914369623587,"SYK/VAV1/LYN/BLNK/SOS1/ITPR2/BTK",7
"R-HSA-177929","Signaling by EGFR","9/732","49/10616",0.00568449478465294,0.0477961602301431,0.039402727902213,"PTPN3/ADAM10/EGFR/SH3GL2/SOS1/HRAS/CDC42/ADAM17/PLCG1",9
"R-HSA-5654700","FRS-mediated FGFR2 signaling","6/732","25/10616",0.00600510873019671,0.0498141905404237,0.0410663740786324,"FGF18/FGF2/SOS1/HRAS/FGF7/FGFR2",6
"R-HSA-9006115","Signaling by NTRK2 (TRKB)","6/732","25/10616",0.00600510873019671,0.0498141905404237,0.0410663740786324,"CDK5/NTRK2/SOS1/HRAS/TIAM1/PLCG1",6
"R-HSA-202733","Cell surface interactions at the vascular wall","18/732","137/10616",0.0060491894371728,0.0498453209623039,0.0410920377205844,"CD47/LYN/ITGAX/THBD/CEACAM1/SLC7A7/ITGA4/SOS1/HRAS/MMP1/TEK/CD44/ATP1B2/ITGA6/ITGAM/ITGA5/PROC/PLCG1",18
